college_name,city,state,type_des,degree_des,campus_des,median_family_income,retention,population_recieving_loan,fed_loan_recipients,population_recieving_pell,pell_recipients,instate_tuition,outofstate_tuition,attendance_cost,avg_net_price,first_bracket_net_price,second_bracket_net_price,third_bracket_net_price,fourth_bracket_net_price,fifth_bracket_net_price,median_earnings,avg_earnings_from_low_income_bracket,avg_earnings_from_mid_income_bracket,avg_earnings_from_high_income_bracket,earning_above_threshold,completion_rate,debt_high_income,population_debt_high_income,debt_mid_income,population_debt_mid_income,debt_low_income,population_debt_low_income,debt_pell,population_debt_pell,debt_nopell,population_debt_nopell,debt_withdrew,debt_graduated,population_repayment_cohort,repayment_rate
The University of West Florida,Pensacola,FL,public,bachelors,main,34467,0.7003,0.819999993,0.4931,0.639999986,0.4102,6357,19238,18158,12191,9379,11036,13707,15817,16401,36300,37700,40800,43700,0.726275623,0.436505922,12152,1148,12542,1629,12500,2126,13054,3193,11000,1726,11000,18334,2521,0.774692582
Albany State University,Albany,GA,public,bachelors,main,29794,0.697,0.910000026,0.9045,0.810000002,0.7229,6024,18226,19025,13154,12026,13264,16091,16241,16862,32700,33400,38000,34900,0.650185406,0.404336898,25000,234,25187,609,23636.5,1478,25000,2029,17068.5,292,17250,31750,1728,0.357060185
Armstrong Atlantic State University,Savannah,GA,public,bachelors,main,34921,0.6736,0.860000014,0.5742,0.639999986,0.434,5085,14847,19802,14795,12451,13649,15997,17564,17817,39400,39200,42500,45200,0.730793655,0.33806729,11000,808,12500,1113,14250,1701,15250,2411,9600,1217,9500,20500,2781,0.734268249
Clayton State University,Morrow,GA,public,bachelors,main,30868,0.7273,0.850000024,0.6983,0.730000019,0.5781,5153,14915,17487,12015,10669,11615,14248,15913,16975,38500,35600,45200,48900,0.718858719,0.267864474,16312,525,19000,1400,19065,2695,20250,3585,14137.5,1042,14250,28117.5,3150,0.644761905
Columbus State University,Columbus,GA,public,bachelors,main,35427.5,0.6648,0.860000014,0.607,0.680000007,0.4559,5514,15556,17029,11560,9645,11131,13055,14310,14874,36100,37700,40800,40000,0.708604455,0.32294839,12960,811,15000,1262,14558.5,2008,16481,2953,11000,1131,11227,24594,2434,0.62243221
Fort Valley State University,Fort Valley,GA,public,bachelors,main,30464.5,0.5858,0.899999976,0.8818,0.800000012,0.7652,6438,18640,19801,14220,13336,14318,16967,18153,18240,28900,29200,34400,33200,0.582831323,0.298667554,18500,285,19000,702,18750,1695,19000,2336,12653,346,14250,35500,1622,0.352651048
Georgia Institute of Technology-Main Campus,Atlanta,GA,public,bachelors,main,82697,0.9552,0.920000017,0.3387,0.419999987,0.1932,10650,29954,21980,11053,7364,8626,11896,13918,14114,74000,77200,78800,79200,0.894356668,0.806982308,21000,1747,21000,981,20123,869,21750,1752,19250,1852,14000,22750,2695,0.952875696
Georgia Southwestern State University,Americus,GA,public,bachelors,main,31658.5,0.6497,0.879999995,0.5809,0.709999979,0.4773,5035,14797,17839,12247,9462,11672,13650,15075,16147,36400,35600,39400,44400,0.695867777,0.325245743,12250,337,13854.5,506,16000,741,15969.5,1126,11620,460,11000,20000,1125,0.698666667
Georgia College and State University,Milledgeville,GA,public,bachelors,main,72314,0.8459,0.930000007,0.4774,0.449999988,0.218,8790,26690,23052,16352,12590,13818,16643,17982,18063,38500,39500,42000,42300,0.751694918,0.59255,15000,1092,17000,658,18146,506,18790,1118,14000,1144,11000,21304,1620,0.885185185
Georgia Southern University,Statesboro,GA,public,bachelors,main,61757,0.8048,0.930000007,0.6223,0.560000002,0.3753,6071,16137,21513,16405,13532,14674,17172,18430,18736,39300,40500,41700,45300,0.749332607,0.504410314,15000,3261,16500,2860,17500,2921,18750,5671,12500,3405,10750,21927,5524,0.763758146
Georgia State University,Atlanta,GA,public,bachelors,main,38306,0.8232,0.870000005,0.5883,0.660000026,0.5089,8368,22936,23124,15377,13435,14322,16726,18748,18900,41500,43400,47400,47400,0.751569688,0.520757338,15000,2639,17448,4089,17750,6323,18750,9629,12500,3453,12500,23000,7321,0.726676684
University of Georgia,Athens,GA,public,bachelors,main,69003,0.9417,0.899999976,0.4148,0.430000007,0.236,10262,28472,21162,11990,8004,10404,12809,14196,14319,46500,52100,53400,55100,0.80905807,0.828125735,17250,3585,17000,2362,16223.5,1944,17794,4165,15000,3738,14500,18700,5245,0.889418494
Kennesaw State University,Kennesaw,GA,public,bachelors,main,41150.5,0.7564,0.870000005,0.5646,0.579999983,0.4179,5818,15898,20630,15602,13046,13946,16124,17748,17985,41300,40700,45900,48100,0.730538905,0.4243927,13750,3331,15250,3239,15750,4383,17000,7190,11750,3783,11000,22500,6450,0.781550388
Savannah State University,Savannah,GA,public,bachelors,main,31664,0.7024,0.920000017,0.857,0.790000021,0.7396,5415,15176,15531,10184,8997,9988,12526,13842,13512,30800,33800,34500,39300,0.615999997,0.307093506,14771,330,16500,893,18250,1765,19000,2603,9718,387,14000,32887,1625,0.337230769
Southern Polytechnic State University,Marietta,GA,public,bachelors,main,44584,0.7241,0.899999976,0.5644,0.600000024,0.4136,5732,16760,16546,10889,8407,9261,12235,13103,13443,52400,53000,54200,54300,0.809309304,0.360209684,12750,654,15000,899,15750,1093,18000,1761,10909,892,10224,26438,1453,0.809359945
Valdosta State University,Valdosta,GA,public,bachelors,main,51351,0.6885,0.910000026,0.6571,0.569999993,0.4592,5889,16814,20958,15672,13421,14538,17435,18054,18367,38000,37500,41200,41800,0.741446495,0.405287537,15000,1554,15500,2042,17369,2493,18250,4157,12000,1949,11000,25245,3893,0.710249165
University of West Georgia,Carrollton,GA,public,bachelors,main,51454,0.7147,0.920000017,0.6619,0.569999993,0.4763,5837,15903,18879,13514,11209,12545,15230,16431,16392,36900,36400,39600,41400,0.719346046,0.39973197,12750,1582,14500,1974,14359,2226,16750,3851,10500,1942,9500,23001,3672,0.737472767
University of Hawaii at Hilo,Hilo,HI,public,bachelors,main,29592,0.6982,0.800000012,0.4574,0.699999988,0.4532,6536,18296,15284,9749,7544,9066,9723,12671,14890,34500,34900,39900,43500,0.664447427,0.376715556,9311,370,10000,453,12500,809,12500,1204,8500,439,8028.5,19264,1097,0.809480401
University of Hawaii at Manoa,Honolulu,HI,public,bachelors,main,39485,0.7787,0.850000024,0.381,0.560000002,0.3086,9904,27472,18491,11102,7363,9373,12294,15120,16969,44300,52300,50200,50300,0.786810458,0.56105778,13031,1577,13145,1561,14179,1921,15365,3040,11882,2032,8250,19509,3024,0.879298942
University of Hawaii-West Oahu,Kapolei,HI,public,bachelors,main,21363,0.677,0.670000017,0.3185,0.74000001,0.3505,6336,17856,9874,6118,4157,4234,6402,8867,9749,42300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.769230783,0.25,PrivacySuppressed,PrivacySuppressed,7563,220,8750,353,9250,477,PrivacySuppressed,PrivacySuppressed,5500,12500,277,0.794223827
Boise State University,Boise,ID,public,bachelors,main,33780.5,0.7129,0.889999986,0.4894,0.680000007,0.3715,6292,18892,18227,14404,11769,12860,14985,16965,18152,35300,38200,42200,43300,0.68342644,0.330313637,13750,1911,16500,2922,17097,3885,18340.5,6186,11060,2551,11582,24898,6214,0.75812681
Idaho State University,Pocatello,ID,public,bachelors,main,30945.5,0.6848,0.889999986,0.537,0.75999999,0.4749,6344,18676,18077,15104,13197,14059,16622,17949,18065,35400,41500,43500,45000,0.660486996,0.341893574,11612.5,986,14250,2065,16024,3166,17114,4837,10275.5,1398,12131,23660,5074,0.694521088
University of Idaho,Moscow,ID,public,bachelors,main,51484,0.7861,0.939999998,0.5423,0.620000005,0.3985,6524,19600,19700,13051,10173,11231,14120,16771,17145,39900,43700,44800,48900,0.755910337,0.547402972,17000,1279,18525,1604,19750,1643,21200,3152,13406,1391,12100,25000,3225,0.84372093
Lewis-Clark State College,Lewiston,ID,public,bachelors,main,30202,0.5984,0.910000026,0.5878,0.75,0.4172,5786,16096,16184,12152,10218,11270,13216,14405,14835,32700,31700,39300,39700,0.64631784,0.285141077,11250,337,11419,745,13964,1217,13756,1782,9500,527,9200,22231,1776,0.730855856
Chicago State University,Chicago,IL,public,bachelors,main,19349,0.5361,0.74000001,0.8495,0.839999974,0.6873,9032,15424,18472,10373,10087,10495,8071,18363,,34200,33200,41900,45500,0.64330709,0.207933105,18750,172,19500,766,21343,2787,22000,3187,14966.5,538,18111,27499,2430,0.489711934
Eastern Illinois University,Charleston,IL,public,bachelors,main,69586,0.7707,0.939999998,0.6699,0.479999989,0.3923,11144,28124,23346,17740,13281,14383,18940,21363,21772,41200,40600,44700,45700,0.785842001,0.603662246,18061,1869,19500,1654,19500,1701,21410,3095,15000,2143,11467,23767,4033,0.855442599
Governors State University,University Park,IL,public,bachelors,main,25687.5,,0.860000014,0.785,0.649999976,0.5923,,,,,,,,,,41700,40100,47900,54200,0.751104593,,12500,335,13750,704,14500,1453,15250,1794,11617,703,12000,17000,1250,0.764
University of Illinois at Chicago,Chicago,IL,public,bachelors,main,41721,0.7978,0.810000002,0.4838,0.589999974,0.4906,13410,25800,25248,13545,9618,10418,15178,22488,23652,51600,68500,58000,56100,0.81698662,0.571445067,16225,2060,14000,2418,13750,2800,14500,4854,15000,2454,8750,18532.5,4645,0.867814855
University of Illinois at Urbana-Champaign,Champaign,IL,public,bachelors,main,85462,0.9306,0.949999988,0.4097,0.379999995,0.2019,14750,29132,28564,18798,7954,12778,18603,24403,26925,56600,59400,62700,69200,0.869484961,0.838812612,19500,4594,19500,2733,18022,1932,20000,4273,18750,5002,11566,20950,6874,0.934826884
Illinois State University,Normal,IL,public,bachelors,main,82019,0.816,0.949999988,0.6022,0.389999986,0.2557,13010,20450,25416,19761,11205,13575,20142,23301,24456,45100,46200,48300,50700,0.825437665,0.714285588,19000,4435,18581,2393,17949,1783,20000,3818,17750,4813,9500,22500,6099,0.920314806
Northern Illinois University,Dekalb,IL,public,bachelors,main,64181,0.6646,0.949999988,0.6689,0.49000001,0.4297,12976,22072,27621,19624,17122,17367,20332,22718,23905,43900,43500,46600,50900,0.785527289,0.527266661,16083,3250,16375,2971,17250,3738,18800,6225,14500,3756,9500,23500,7713,0.833268508
Northeastern Illinois University,Chicago,IL,public,bachelors,main,25711.5,0.61,0.540000021,0.3355,0.779999971,0.4823,8460,15348,22273,15952,14784,15372,19169,21783,22273,36000,37100,42700,40800,0.692516267,0.206641015,11781,464,11450,924,11850,1874,11750,2356,11500,914,8940,15000,1929,0.804043546
University of Illinois at Springfield,Springfield,IL,public,bachelors,main,42542.5,0.7435,0.889999986,0.5521,0.550000012,0.3677,9178,16498,21385,10799,7173,7350,14199,14123,16470,41800,44100,44600,45300,0.804564893,0.450784631,14000,453,15073,610,15472,782,16309,1116,13271,731,11129,19498,1189,0.839360807
Southern Illinois University-Carbondale,Carbondale,IL,public,bachelors,main,47485,0.6044,0.930000007,0.6109,0.569999993,0.4326,12093,24716,24234,16265,12591,14578,19027,21975,22589,41500,44800,47600,48900,0.748225689,0.454877506,15000,2289,15250,2578,15928,3548,17500,5586,13000,2843,10500,22500,6694,0.773677921
Southern Illinois University-Edwardsville,Edwardsville,IL,public,bachelors,main,56221,0.693,0.910000026,0.6017,0.50999999,0.3565,9666,20610,21137,16702,12357,13801,17685,20120,20393,39800,46200,45700,48400,0.757215619,0.510682848,14900,2151,14750,1898,13750,2103,15829.5,3538,12500,2621,9500,22500,4234,0.855692017
Western Illinois University,Macomb,IL,public,bachelors,main,65915,0.6338,0.939999998,0.7025,0.49000001,0.4278,11767,15969,24375,18373,14583,16416,20430,22567,22754,41100,41300,43800,47100,0.777203441,0.552480416,17579.5,2032,18250,1982,16984,2237,19500,3925,15000,2340,11000,24000,4674,0.854728284
Ball State University,Muncie,IN,public,bachelors,main,73544,0.7838,0.949999988,0.6139,0.449999988,0.3463,9160,24124,21101,15294,9178,12197,16631,18822,19971,39000,38700,39800,43900,0.765784562,0.583180959,19000,3344,19540,2934,16643,2084,20250,4552,17100,3819,9500,25000,5965,0.84526404
Indiana University-Purdue University-Fort Wayne,Fort Wayne,IN,public,bachelors,main,45905.5,0.6719,0.899999976,0.4984,0.600000024,0.3675,7013,16845,18837,14337,14323,13183,15934,18837,18837,35900,34700,40200,41200,0.699715734,0.249691676,13000,1450,15750,2087,17143,2274,18500,4014,10657,1806,10791,26000,5199,0.747451433
Indiana University-Purdue University-Indianapolis,Indianapolis,IN,public,bachelors,main,43017,0.7195,0.930000007,0.5366,0.540000021,0.3659,8756,29571,20846,14666,9684,11785,16256,19419,19709,39100,43500,44100,46900,0.732571423,0.401635275,15000,3398,16781,4345,17000,4923,19026,8145,12500,4533,12287,25388,8861,0.784110146
University of Southern Indiana,Evansville,IN,public,bachelors,main,57798,0.6879,0.879999995,0.542,0.529999971,0.3231,6698,15553,17996,14098,9434,11957,15649,17098,17126,35500,32600,38200,41700,0.709377229,0.392685592,14000,1561,14306,1722,11250,1359,14401,2675,12000,1974,8250,23275,3619,0.777562863
Indiana State University,Terre Haute,IN,public,bachelors,main,52313,0.6353,0.920000017,0.6121,0.569999993,0.4344,8256,17992,19549,11864,8220,9627,13999,17178,16910,36000,34600,38700,41400,0.716829002,0.425335893,13000,1449,13000,2011,10500,2273,12000,3887,11000,1854,9500,24193,3609,0.750900526
Indiana University-Kokomo,Kokomo,IN,public,bachelors,main,42220,0.6086,0.850000024,0.3954,0.600000024,0.3195,6675,17778,15874,10921,7144,9167,13613,15308,15498,33600,32400,37900,40700,0.665144622,0.250716479,12361.5,422,12500,616,11050,652,13031.5,1158,10390,533,9500,19500,1115,0.746188341
Indiana University-South Bend,South Bend,IN,public,bachelors,main,42462,0.6346,0.879999995,0.4083,0.639999986,0.3369,6816,17778,17377,12068,8129,9761,14750,16537,16888,33800,32700,36700,38100,0.664841831,0.245164563,11250,701,13962,1224,15203,1544,16322.5,2458,9509,1013,10250,25724,2846,0.66373858
Indiana University-Bloomington,Bloomington,IN,public,bachelors,main,80326,0.8982,0.959999979,0.3936,0.370000005,0.1937,10209,32350,23043,14174,4632,8155,14812,19457,20534,45300,49200,49000,56600,0.803193927,0.761875471,20000,5248,19656.5,2916,17608,1922,20497.5,4520,19198,5595,15000,23628,8452,0.890085187
Indiana University-Northwest,Gary,IN,public,bachelors,main,29342,0.6794,0.889999986,0.4578,0.660000026,0.3472,6739,17778,18092,13211,10220,11599,15445,17463,17562,35900,35700,40800,43800,0.694786727,0.240818979,11000,639,15750,826,15983,1593,17765.5,2172,10103,889,12265.5,29036.5,2085,0.57793765
Indiana University-Southeast,New Albany,IN,public,bachelors,main,41532,0.6081,0.860000014,0.4133,0.600000024,0.3439,6700,17778,16753,11550,8102,9803,14114,15951,16316,34000,31100,38900,41600,0.681498826,0.288737682,12000,820,12500,1142,12549,1267,14250,2064,9875,1166,9500,22915,2096,0.720419847
Indiana University-East,Richmond,IN,public,bachelors,main,33572,0.6749,0.870000005,0.4334,0.75,0.3606,6639,17778,15334,9011,5045,7194,12254,14542,14311,29100,27400,34400,39700,0.592496753,0.251502454,11874.5,336,14268.5,772,13500,904,14807,1475,10500,541,9552,23388,1276,0.589341693
Purdue University-Calumet Campus,Hammond,IN,public,bachelors,main,33145,0.6876,0.850000024,0.4291,0.699999988,0.3262,6624,14966,16727,12007,8924,10555,13460,16001,16264,38100,37000,45400,46900,0.688389897,0.302308333,14625,921,15568,1127,16913.5,1524,18750,2403,12000,1173,11760.5,22781,2842,0.613652357
Purdue University-North Central Campus,Westville,IN,public,bachelors,main,47378,0.6105,0.870000005,0.3509,0.600000024,0.278,7186,17105,13713,9850,6396,7457,11487,13531,13713,35200,35900,39300,44700,0.666997015,0.248482979,12285.5,530,11693,590,12500,791,14546,1279,9500,638,8250,26000,1518,0.65942029
Iowa State University,Ames,IA,public,bachelors,main,73557,0.8713,0.970000029,0.5519,0.439999998,0.2263,7726,20278,18820,14336,8653,10211,13524,16452,17782,47200,48100,50700,55300,0.839630306,0.693839527,19260,4693,20500,3333,20000,2106,22500,4826,17750,5331,9751,25250,7584,0.908491561
University of Iowa,Iowa City,IA,public,bachelors,main,74267,0.8584,0.959999979,0.4722,0.389999986,0.1906,8061,26931,21832,14379,11351,12027,14142,15891,16079,48700,68800,54800,57400,0.841971755,0.697150335,19500,3998,19000,2579,15000,2061,20750,3683,16000,4997,12000,22500,6328,0.913084703
University of Northern Iowa,Cedar Falls,IA,public,bachelors,main,70699,0.83,0.980000019,0.6131,0.439999998,0.2704,7685,17181,19233,15207,9891,12218,15388,16833,17075,41700,43000,43700,48100,0.826171875,0.664152801,17882.5,2362,18920.5,1994,18750,1177,20500,2697,15805,2846,12000,22148,4700,0.91106383
Emporia State University,Emporia,KS,public,bachelors,main,54559,0.7304,0.939999998,0.652,0.560000002,0.3909,5614,17388,15612,13332,10007,12061,13745,15538,15612,35900,36200,37300,40800,0.7237674,0.410338859,13609.5,638,14560,807,13307,773,15685,1376,11233.5,846,9500,21000,1927,0.810067462
Fort Hays State University,Hays,KS,public,bachelors,main,48317,0.6541,0.930000007,0.393,0.610000014,0.2772,4358,12821,15395,11268,8488,9721,12409,13481,13669,37400,35300,39300,45200,0.733216584,0.437894426,11997,993,12547,1869,10639,1915,12758,3125,10056.5,1666,8429,20075,2784,0.845186782
Haskell Indian Nations University,Lawrence,KS,public,bachelors,main,19669,,0,0,1,0.6986,80,80,8056,3921,3556,3855,4981,7156,,23200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.476744175,0.18737377,,,,,,,,,,,,,,
University of Kansas,Lawrence,KS,public,bachelors,main,72937,0.799,0.970000029,0.4532,0.400000006,0.2216,10107,24873,21971,17690,13943,15183,17615,19931,20773,44600,51300,50000,52000,0.795551777,0.628344975,15000,3412,15293.5,2362,12500,2286,17500,3969,12500,4110,9427,20114,6139,0.873106369
Kansas State University,Manhattan,KS,public,bachelors,main,66719,0.8119,0.959999979,0.5084,0.479999989,0.2526,8585,21530,20140,15852,13078,13084,15255,17405,18358,43300,45800,47300,51000,0.799967706,0.588111225,16758,3227,17500,2862,16275,2090,19220,4519,14000,3677,10500,22500,6610,0.861573374
Pittsburg State University,Pittsburg,KS,public,bachelors,main,48823,0.7429,0.920000017,0.6036,0.620000005,0.4032,5906,15786,15211,12040,9279,10058,12708,13923,13156,38200,40800,40500,47500,0.753002584,0.510613385,14000,943,13797.5,1192,12000,1247,13844,2239,11931,1145,8750,20250,2524,0.805863708
Washburn University,Topeka,KS,public,bachelors,main,40958,0.6451,0.939999998,0.5375,0.610000014,0.3738,5774,12926,16176,11215,8904,10209,12900,13529,14338,37900,35200,42200,45000,0.747628093,0.35014872,13500,887,14625,1291,12500,1965,14348,2842,11000,1309,11000,18500,3076,0.691807542
Wichita State University,Wichita,KS,public,bachelors,main,41686,0.7449,0.920000017,0.5022,0.579999983,0.3595,6926,14960,14764,13342,13336,13176,14331,14764,,39300,38900,44700,47600,0.727772415,0.438987094,15000,1481,15500,2044,15086,2626,17889.5,4018,11500,2142,11000,21750,4415,0.798867497
